strategy,runs,macro_f1_mean,macro_f1_std,balanced_accuracy_mean,balanced_accuracy_std,accuracy_mean,weighted_f1_mean
inverse_sqrt_sampler,3,0.7954631221966287,0.006581871978273417,0.8106269698247676,0.01590065093060475,0.9577153980322435,0.9587862505314054
inverse_sqrt_ce,3,0.7717890214171295,0.012698430557521678,0.7853604655508452,0.013587196791718046,0.9600088655045146,0.9585743272577726
unweighted_ce,3,0.7285537501132632,0.013847593568478124,0.7086806118271687,0.02986965584519268,0.9590259508735413,0.9543575674765311
